image_path,coordX,coordY,coordZ
./dataset/tjh/crop_image/TJH0170.nii.gz,279.1012873115371,197.6527061923399,91.21112399746322
./dataset/tjh/crop_image/TJH0140.nii.gz,95.18230415343744,189.04873485388453,109.42987429534115
./dataset/tjh/crop_image/TJH0611.nii.gz,123.602956569826,224.73784093377836,84.8944522347086
./dataset/tjh/crop_image/TJH0369.nii.gz,119.20121838105712,191.0934456531821,124.61613377678252
./dataset/tjh/crop_image/TJH0358.nii.gz,80.97911479944675,207.19970032272937,85.77883817427386
./dataset/tjh/crop_image/TJH0777.nii.gz,246.3638415059606,176.03260885701985,42.29687198444157
./dataset/tjh/crop_image/TJH0223.nii.gz,114.3632090322355,145.11232137547444,58.990161439840485
./dataset/tjh/crop_image/TJH0620.nii.gz,262.92916694603235,236.5729436011649,58.42973830963826
./dataset/tjh/crop_image/TJH0165.nii.gz,120.12788882150276,236.8602074919029,68.93441036427217
./dataset/tjh/crop_image/TJH0487.nii.gz,75.71327982903696,194.0554382374318,62.77550614534028
./dataset/tjh/crop_image/TJH0091.nii.gz,231.80088104422563,224.23671666159103,80.00468226575983
./dataset/tjh/crop_image/TJH0148.nii.gz,270.96815193849505,237.85303914987398,87.1181589046648
./dataset/tjh/crop_image/TJH0510.nii.gz,162.05987244041626,238.5436320913058,130.96371936891575
./dataset/tjh/crop_image/TJH0002.nii.gz,160.7046912937912,239.0146433113655,83.15239334027055
./dataset/tjh/crop_image/TJH0034.nii.gz,98.02248327368912,200.18806078522897,101.87547326383486
./dataset/tjh/crop_image/TJH0810.nii.gz,304.25130866527377,237.0219440138393,77.10810810810811
./dataset/tjh/crop_image/TJH0176.nii.gz,137.1402263998383,169.67806751566607,67.08518293915505
./dataset/tjh/crop_image/TJH0728.nii.gz,222.6688087040813,211.37883143363305,111.94207306882375
./dataset/tjh/crop_image/TJH0069.nii.gz,309.25574813198574,253.56973919845208,81.81109898931682
./dataset/tjh/crop_image/TJH0816.nii.gz,265.2135097144999,235.6165208971075,127.13419129131005
./dataset/tjh/crop_image/TJH0104.nii.gz,89.25638013448918,200.58715466256177,59.79012395689865
./dataset/tjh/crop_image/TJH0021.nii.gz,322.16226479256403,327.15427340739063,100.55554296077987
./dataset/tjh/crop_image/TJH0196.nii.gz,235.64849678623264,247.49666701223305,77.03921832884097
./dataset/tjh/crop_image/TJH0650.nii.gz,120.06648050692729,233.52502416496617,120.98292342390721
./dataset/tjh/crop_image/TJH0280.nii.gz,256.025759330082,214.66526905488698,64.60768628001357
./dataset/tjh/crop_image/TJH0206.nii.gz,116.79785770074757,215.6083485203506,110.51441216944993
./dataset/tjh/crop_image/TJH0612.nii.gz,129.03668146321027,231.26629541934784,118.34517998277136
./dataset/tjh/crop_image/TJH0824.nii.gz,270.81372051737253,238.3742497252515,41.519345112294644
./dataset/tjh/crop_image/TJH0848.nii.gz,192.0102666127625,197.0474391982467,96.41149435070324
./dataset/tjh/crop_image/TJH0735.nii.gz,243.73677169122166,172.5095274992537,58.35727518569898
./dataset/tjh/crop_image/TJH0398.nii.gz,249.75263981228002,229.9630335331193,96.73414521013906
./dataset/tjh/crop_image/TJH0180.nii.gz,304.6950635255845,166.1718300425782,78.96515148408614
./dataset/tjh/crop_image/TJH0361.nii.gz,82.53827927379847,198.57316448400627,92.18555281611219
./dataset/tjh/crop_image/TJH0838.nii.gz,267.05822010243446,195.9814485655225,78.57581203670787
./dataset/tjh/crop_image/TJH0652.nii.gz,103.30295417135926,179.41310751104567,83.27375898813133
./dataset/tjh/crop_image/TJH0863.nii.gz,239.868235694473,216.11726936511198,140.59059096979658
./dataset/tjh/crop_image/TJH0527.nii.gz,113.32689333662057,229.69866119789916,111.29270606868832
./dataset/tjh/crop_image/TJH0811.nii.gz,260.69730672676576,218.7234687918009,120.58307546298913
./dataset/tjh/crop_image/TJH0446.nii.gz,270.0225082585664,219.97670497859613,68.69458941730683
./dataset/tjh/crop_image/TJH0016.nii.gz,264.26459989704284,229.41720528513412,82.02974317908826
./dataset/tjh/crop_image/TJH0505.nii.gz,234.24695553667516,187.0117766449542,68.90413480600397
./dataset/tjh/crop_image/TJH0509.nii.gz,244.19501554889052,161.32495799813861,92.07173727986795
./dataset/tjh/crop_image/TJH0665.nii.gz,278.16584722598225,246.64154782593508,66.39577675117239
./dataset/tjh/crop_image/TJH0827.nii.gz,147.43836934139864,156.51768721365906,63.86490440397518
./dataset/tjh/crop_image/TJH0448.nii.gz,172.48094739845905,225.2445686293161,92.8240083705888
./dataset/tjh/crop_image/TJH0858.nii.gz,110.79890499429432,241.88362832932722,49.14635686017433
./dataset/tjh/crop_image/TJH0710.nii.gz,186.34579673776662,148.04664993726473,88.17209535759096
./dataset/tjh/crop_image/TJH0229.nii.gz,116.29014552210235,226.80855138812208,109.18583184560391
./dataset/tjh/crop_image/TJH0500.nii.gz,93.38138722679818,216.67028327867212,91.36004431314623
./dataset/tjh/crop_image/TJH0770.nii.gz,304.4763749302066,227.66890005583474,69.76706448911223
./dataset/tjh/crop_image/TJH0725.nii.gz,263.39953870679614,186.6453384512759,53.57769059436725
./dataset/tjh/crop_image/TJH0072.nii.gz,282.03454764007455,234.30993769011874,130.40400843881858
./dataset/tjh/crop_image/TJH0317.nii.gz,79.41620878074059,182.94631493914753,59.36456610704243
./dataset/tjh/crop_image/TJH0604.nii.gz,122.9515630705854,200.5648205515368,80.91777005485825
./dataset/tjh/crop_image/TJH0762.nii.gz,123.98691983672617,214.7306813291428,78.5377798933243
./dataset/tjh/crop_image/TJH0598.nii.gz,293.1376744090294,195.26981224813304,79.43530332116995
./dataset/tjh/crop_image/TJH0645.nii.gz,109.94441964285714,210.60636160714284,105.91785714285714
./dataset/tjh/crop_image/TJH0563.nii.gz,254.39474091567604,188.2857369664014,88.1412451130207
./dataset/tjh/crop_image/TJH0149.nii.gz,213.6087499467851,174.13498133931233,58.07115185400673
./dataset/tjh/crop_image/TJH0644.nii.gz,99.24584610157531,172.82240001568124,50.840031623859026
./dataset/tjh/crop_image/TJH0515.nii.gz,93.99428166322089,197.56442701078709,100.81940174517018
./dataset/tjh/crop_image/TJH0365.nii.gz,239.8231574108855,221.00213024653527,116.49103418279591
./dataset/tjh/crop_image/TJH0075.nii.gz,105.55238307304582,174.82326089816905,135.7294561795933
./dataset/tjh/crop_image/TJH0240.nii.gz,321.871565154199,251.34155425353137,59.452044632178165
./dataset/tjh/crop_image/TJH0279.nii.gz,289.102443142318,248.07653855066707,98.73198265302744
./dataset/tjh/crop_image/TJH0529.nii.gz,241.1749859245556,192.60675085122926,109.24790476956487
./dataset/tjh/crop_image/TJH0753.nii.gz,259.7790637067924,233.96177863218068,131.4515387713521
./dataset/tjh/crop_image/TJH0298.nii.gz,257.3697722890414,183.1678078226241,100.43865195918018
./dataset/tjh/crop_image/TJH0067.nii.gz,157.3891632411386,241.76355021111172,109.56687684839015
./dataset/tjh/crop_image/TJH0349.nii.gz,267.2073343301116,237.4043493351845,128.4686281839056
./dataset/tjh/crop_image/TJH0471.nii.gz,247.96968926998488,184.21198782274266,65.64871093805918
./dataset/tjh/crop_image/TJH0248.nii.gz,227.5630910175982,197.4678923362202,114.72851022713547
./dataset/tjh/crop_image/TJH0593.nii.gz,334.97205961211904,214.03644204129054,76.32692823308606
./dataset/tjh/crop_image/TJH0231.nii.gz,267.2797104975064,218.51320128667774,53.29571287623836
./dataset/tjh/crop_image/TJH0102.nii.gz,86.64845853534224,150.29312268007428,61.85853492447774
./dataset/tjh/crop_image/TJH0157.nii.gz,149.47049828336907,285.9429532629142,56.38850010742646
./dataset/tjh/crop_image/TJH0151.nii.gz,221.58833679946935,202.6505606167906,117.89357734076336
./dataset/tjh/crop_image/TJH0575.nii.gz,285.23840338916546,258.00092270152294,89.38663339627732
./dataset/tjh/crop_image/TJH0465.nii.gz,268.87060536499376,225.02671572955356,89.60143836661888
./dataset/tjh/crop_image/TJH0233.nii.gz,142.57544546054493,213.13032077873103,101.9997996606015
./dataset/tjh/crop_image/TJH0702.nii.gz,227.35795382868676,218.66180283980208,103.69611594690438
./dataset/tjh/crop_image/TJH0300.nii.gz,279.8999541369294,180.63546770944805,58.42171495699331
./dataset/tjh/crop_image/TJH0057.nii.gz,140.9463304334496,176.84546430077032,67.56386003909094
./dataset/tjh/crop_image/TJH0376.nii.gz,115.28874529542466,204.29044347707796,60.79721126377363
./dataset/tjh/crop_image/TJH0461.nii.gz,106.44998938654213,186.92160900021227,51.34026745913819
./dataset/tjh/crop_image/TJH0383.nii.gz,298.88133688626,243.24130862878016,86.95229171089524
./dataset/tjh/crop_image/TJH0313.nii.gz,235.83024699792847,232.42986603409545,125.36326568537963
./dataset/tjh/crop_image/TJH0551.nii.gz,108.50452266555254,208.01565350602326,92.92829886498154
./dataset/tjh/crop_image/TJH0752.nii.gz,100.10335337952674,194.94837315335337,65.54594391423716
./dataset/tjh/crop_image/TJH0074.nii.gz,107.32705396042083,215.4732360318855,72.97607222037594
./dataset/tjh/crop_image/TJH0281.nii.gz,106.32438331625366,199.40847985540108,83.01145817363168
./dataset/tjh/crop_image/TJH0354.nii.gz,232.29431737762184,190.38730642823214,91.56303325060948
./dataset/tjh/crop_image/TJH0130.nii.gz,309.01753302545376,209.98437332187734,70.53077005692192
./dataset/tjh/crop_image/TJH0336.nii.gz,189.3696411096786,192.1952538871371,124.80100265614564
./dataset/tjh/crop_image/TJH0375.nii.gz,284.6436777390347,214.59633877775738,117.7694622866581
./dataset/tjh/crop_image/TJH0001.nii.gz,246.6877971473851,178.75198098256735,88.55309033280507
./dataset/tjh/crop_image/TJH0031.nii.gz,99.75320128972824,166.6362160294795,44.02201750345463
./dataset/tjh/crop_image/TJH0227.nii.gz,278.5928790412486,277.43241360089183,121.89623090038691
./dataset/tjh/crop_image/TJH0139.nii.gz,280.078371487542,224.20695948953852,54.149010508707796
./dataset/tjh/crop_image/ZHAO SI HUAN.nii.gz,113.52542202615301,193.9418119018001,50.87284284682235
./dataset/tjh/crop_image/TJH0289.nii.gz,205.23406721333237,223.24851675227464,74.45438949421508
./dataset/tjh/crop_image/TJH0705.nii.gz,293.2551491662702,210.31745552860906,96.29256547418744
./dataset/tjh/crop_image/TJH0350.nii.gz,202.28521395381094,169.76258755808308,89.41500797558777
./dataset/tjh/crop_image/TJH0392.nii.gz,250.74294995431936,174.74299490987136,68.59973896776252
./dataset/tjh/crop_image/TJH0829.nii.gz,138.71689341790298,233.89537549193298,54.03697442624725
./dataset/tjh/crop_image/TJH0366.nii.gz,114.17362813652547,186.482465303686,78.4333948024815
./dataset/tjh/crop_image/TJH0767.nii.gz,142.97425611971283,227.19185191592422,48.231597612663265
./dataset/tjh/crop_image/TJH0786.nii.gz,93.26438970712714,178.620986400316,46.36421477343265
./dataset/tjh/crop_image/TJH0860.nii.gz,149.46514030316447,260.0200809562962,161.82687158729155
./dataset/tjh/crop_image/TJH0335.nii.gz,97.75135652448768,203.37747818146698,69.01358280506436
./dataset/tjh/crop_image/TJH0692.nii.gz,95.64919731889582,198.13096706767982,106.3875971428796
./dataset/tjh/crop_image/TJH0235.nii.gz,283.1410245665159,225.6177394034537,96.13464359049574
./dataset/tjh/crop_image/TJH0047.nii.gz,101.19875815906133,157.4971865305763,81.98277667413663
./dataset/tjh/crop_image/TJH0685.nii.gz,305.11648291507413,211.88188847793657,90.80895424894295
./dataset/tjh/crop_image/TJH0312.nii.gz,112.61284514223621,239.87548062188293,133.2830653924382
./dataset/tjh/crop_image/TJH0554.nii.gz,304.676929538222,262.39581995984537,121.90475572612918
